"Reino","Filo","Classe","Ordem","Familia","Genero","Especie","Subespecie","Nome_Cientifico_Anterior","Autor","Nome_Comum","Grupo","Mes_Ano_Avaliacao","Categoria","Possivemente_Extinta","Criterio","Justificativa","Endemica_Brasil","Consta_em_Lista_Nacional_Oficial","Estado","Regiao","Bioma","Bacia_Hidrografica","Unidade_de_Conservacao_Federal","Unidade_de_Conservacao_Estadual","RPPN","Migratoria","Tendencia_Populacional","Ameaca","Uso","Acao_Conservacao","Plano_de_Acao","Listas_e_Convencoes","Altitude_min_max_","Barimetria_min_max_"
"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Acrobatornis","Acrobatornis fonsecai","","Acrobatornis fonsecai","Pacheco, Whitney & Gonzaga, 1996","acrobata","Aves","06/2019","Vulnerável","","B1ab(i,ii,iii,v)","Acrobatornis fonsecai é endêmica do Brasil, com ocorrência restrita ao sul da Bahia e nordeste de Minas Gerais, onde há apenas registros históricos, e sua extensão de ocorrência (EOO) foi calculada em 18.867 km². Habita cabrucas que sobreiam áreas de plantação de cacau e sua sobrevivência depende inteiramente da manutenção destes cacauais consorciados com floresta nativa. A população está severamente fragmentada e há suspeitas de redução no número de indivíduos maduros de ao menos 10% em um período de 11,4 anos (três gerações), devido à desvalorização da cultura cacaueira, e mais recentemente, relacionadas à expansão das áreas urbanas, cultivo de café e eucalipto, e abertura de pastagens. Essas ameaças têm levado à derrubada das matas de cabruca, gerando declínio continuado na extensão de ocorrência, na área de ocupação e na qualidade do habitat. Dessa forma, A. fonsecai foi categorizada como Vulnerável (VU) pelo critério B1ab(i,ii,iii,v).","Sim","Sim","Bahia, Minas Gerais","|Nordeste|Sudeste|","Mata Atlântica","Sub-bacia Contas Sub-bacia Jequitinhonha","PARNA de Boa Nova, PARNA Serra das Lontras","ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA","","Não","Declinando","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.2 - Silvicultura|2.2.3 - Plantações em escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","","Criação de áreas protegidas, Plano de Ação Nacional (PAN), Restauração de habitat e processos naturais","Plano de Ação Nacional para a Conservação das Aves Ameaçadas do Bioma Mata Atlântica","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Amadonastur","Amadonastur lacernulatus","","Amadonastur lacernulatus","(Temminck, 1827)","gavião-pombo-pequeno","Aves","06/2019","Vulnerável","","C2a(i)","Amadonastur lacernulatus é endêmica do Brasil e ocorre em baixas densidades da Bahia à Santa Catarina. É dependente de áreas florestadas e apesar de sua distribuição geográfica ser semelhante à pretérita, a espécie está restrita à fragmentos florestais isolados. É considerada incomum e o tamanho populacional foi suspeitado em menos de 10.000 indivíduos maduros, onde cada subpopulação possui no máximo 1.000 indivíduos maduros. A baixa densidade populacional associada à perda e diminuição da qualidade de habitat e à perseguição humana indicam que a espécie está sofrendo declínio populacional continuado. Portanto, A. lacernulatus foi categorizada como Vulnerável (VU) pelo critério C2a(i).","Sim","Sim","Bahia, Espírito Santo, Minas Gerais, Paraná, Rio de Janeiro, Santa Catarina, São Paulo","|Nordeste|Sudeste|Sul|","Caatinga, Cerrado, Mata Atlântica","Sub-bacia Contas Sub-bacia Doce Sub-bacia Grande Sub-bacia Iguaçu Sub-bacia Jequitinhonha Sub-bacia Litoral BA ES Sub-bacia Litoral ES Sub-bacia Litoral RJ Sub-bacia Litoral RJ SP Sub-bacia Litoral SP Sub-bacia Litoral SP PR SC Sub-bacia Paraíba do Sul Sub-bacia Paranapanema Sub-bacia São Francisco Alto Sub-bacia Tietê","APA Bacia do Rio São João/Mico-Leão-Dourado, APA Cairuçu, APA Cananéia-Iguape-Peruíbe, APA do Morro da Pedreira, APA Guaraqueçaba, APA Petrópolis, APA Serra da Mantiqueira, FLONA de Goytacazes, FLONA do Rio Preto, PARNA da Chapada Diamantina, PARNA da Serra da Bocaina, PARNA da Serra do Itajaí, PARNA da Serra dos Órgãos, PARNA da Tijuca, PARNA do Caparaó, PARNA do Descobrimento, PARNA do Monte Pascoal, PARNA Guaricana, PARNA Saint-Hilaire/Lange, PARNA Serra das Lontras, PARNA Superagui, REBIO Augusto Ruschi, REBIO de Poço das Antas, REBIO de Sooretama, REBIO do Córrego Grande, REBIO do Tinguá, REBIO União, RESEX Cassurubá","APA ILHA COMPRIDA, APA ITUPARARANGA, APA SERRA DO MAR, APA SISTEMA CANTAREIRA, ÁREA DE PROTEçãO AMBIENTAL ALTO TABOãO, ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO DOS FRADES, ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU, ÁREA DE PROTEÇÃO AMBIENTAL DE GERICINÓ/MENDANHA, ÁREA DE PROTEÇÃO AMBIENTAL DE MANGARATIBA, ÁREA DE PROTEÇÃO AMBIENTAL DE TAMOIOS, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA, ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA, ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA, ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA / ABROLHOS, ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO, ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH, ESTAÇÃO ECOLÓGICA DA ILHA DO MEL, ESTAÇÃO ECOLÓGICA DE FECHOS, ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS, PARQUE ESTADUAL DA CANTAREIRA, PARQUE ESTADUAL DA ILHA DO CARDOSO, PARQUE ESTADUAL DA ILHA GRANDE, PARQUE ESTADUAL DA SERRA DO MAR, PARQUE ESTADUAL DA SERRA DO TABULEIRO, PARQUE ESTADUAL DE ILHABELA, PARQUE ESTADUAL DO DESENGANO, PARQUE ESTADUAL DO MENDANHA, PARQUE ESTADUAL DO RIO DOCE, PARQUE ESTADUAL INTERVALES, PARQUE ESTADUAL RESTINGA DE BERTIOGA, PARQUE ESTADUAL SERRA DO PAPAGAIO, PARQUE ESTADUAL XIXOVÁ-JAPUÍ, PARQUE NATURAL MUNICIPAL DA SERRA DO MENDANHA, PARQUE NATURAL MUNICIPAL DE JACARENEMA","Estação Veracel, RPPN Bio Estação Águas Cristalinas, RPPN Cachoeira Boa Vista, RPPN Caetezal, RPPN CEC/Tinguá, RPPN CEFLUSMME, RPPN Ecoparque de Una, RPPN Fazenda Barra do Sana, RPPN Fazenda Córrego da Luz, RPPN Fazenda Limeira, RPPN Fazenda Palmital, RPPN Fazenda San Michele, RPPN Fazenda Santa Izabel, RPPN Fazenda Sayonara, RPPN Gleba O Saquinho de Itapirapuá, RPPN Itacira, RPPN Mato Grosso, RPPN Meandros II, RPPN Morro das Aranhas, RPPN Morro do Curussu Mirim, RPPN Parque Ecológico ARTEX, RPPN Reserva do Caraguatá II, RPPN Reserva Rizzieri, RPPN Sítio Curucutu, RPPN Sítio do Bananal, RPPN Sítio do Jacu, RPPN Sítio São Domingos/Agartha","Não","Declinando","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida 5 - Uso de recursos biológicos|5.1 - Caça e captura de animais terrestres ou marinhos|5.1.1 - Caça/captura intencional (a espécie é o alvo)|5.1.1.6 - Retaliação/controle","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação das Aves Ameaçadas do Bioma Mata Atlântica, Plano de Ação Nacional para a Conservação das Aves de Rapina","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Amazona","Amazona pretrei","","Amazona pretrei","(Temminck, 1830)","papagaio-charão","Aves","10/2021","Vulnerável","","A3cde","Amazona pretrei é migratória e ocorre no sul do Brasil, no Rio Grande do Sul e Santa Catarina, com registros raros e ocasionais para o Paraguai e Argentina. Ocupa mata de araucária no norte de sua distribuição e floresta ombrófila em planícies fluviais no sul. A população reprodutiva global da espécie é praticamente restrita ao Rio Grande do Sul. A partir de censos anuais realizados pelo Projeto Charão, estima-se que a população brasileira seja de 15.618 indivíduos maduros. Com base na análise de viabilidade populacional realizada, considerando dados da biologia da espécie, perda de habitat, captura ilegal, dinâmica de cavidades, dinâmica populacional e risco de doenças emergentes (bornavírus e circovírus), o declínio populacional foi projetado em 37% em 32 anos (três gerações). Dessa forma, A. pretrei foi categorizada como Vulnerável (VU) pelo critério A3cde.","Não","Sim","Rio Grande do Sul, Santa Catarina","|Sul|","Mata Atlântica, Pampa","Sub-bacia Guaíba Sub-bacia Ibicuí Sub-bacia Litoral RS Sub-bacia Litoral SP PR SC Sub-bacia Uruguai Alto Sub-bacia Uruguai Médio","ESEC Aracuri-Esmeralda, FLONA de Passo Fundo, Parna Aparados da Serra, PARNA da Serra Geral, PARNA São Joaquim","ÁREA DE PROTEçãO AMBIENTAL ROTA DO SOL, PARQUE ESTADUAL DO PAPAGAIO-CHARãO","RPPN Granja São Roque - Reserva do Paredão, RPPN PAPAGAIO-DE-ALTITUDE, RPPN Rancho Mira-Serra","Sim","Declinando","2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida 5 - Uso de recursos biológicos|5.1 - Caça e captura de animais terrestres ou marinhos|5.1.1 - Caça/captura intencional (a espécie é o alvo)|5.1.1.1 - Uso de subsistência/escambo local 5 - Uso de recursos biológicos|5.1 - Caça e captura de animais terrestres ou marinhos|5.1.1 - Caça/captura intencional (a espécie é o alvo)|5.1.1.2 - Comercial - Nacional/Local 5 - Uso de recursos biológicos|5.3 - Extração florestal|5.3.2 - Uso intencional - larga escala 8 - Espécies invasoras problemáticas e doenças|8.5 - Doenças provocadas por vírus ou príons|8.5.2 - Espécie conhecida (Doença)","3 - Animais de estimação/ornamentais","Conscientização/comunicação, Criação de áreas protegidas, Plano de Ação Nacional (PAN), Proteção de recursos/habitat, Restauração de habitat e processos naturais","Plano de Ação Nacional para a Conservação dos Papagaios - 2º ciclo, Plano de Ação Nacional para a Conservação dos Papagaios da Mata Atlântica","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Amazona","Amazona rhodocorytha","","Amazona rhodocorytha","(Salvadori, 1890)","chauá","Aves","10/2021","Vulnerável","","C1","Amazona rhodocorytha é endêmica do leste do Brasil, ocorrendo de Alagoas ao Rio de Janeiro. Habita, preferencialmente, floresta ombrófila densa de terras baixas e submontana, embora também seja encontrada em floresta ombrófila densa montana e na restinga. Estima-se que a população seja de 4.607 indivíduos maduros. Com base em modelagem realizada a partir de dados de perda de habitat, incidência de fogo, captura ilegal, dinâmica de cavidades, dinâmica populacional e doenças (bornavírus e circovírus), foi projetado um declínio populacional de 28% em 41 anos (três gerações). Neste sentido, projeta-se para a espécie um declínio populacional continuado de no mínimo 10% em três gerações. Dessa forma A. rhodocorytha foi categorizada como Vulnerável (VU) pelo critério C1.","Sim","Sim","Alagoas, Bahia, Espírito Santo, Minas Gerais, Rio de Janeiro, Sergipe","|Nordeste|Sudeste|","Mata Atlântica","Sub-bacia Contas Sub-bacia Doce Sub-bacia Itapecuru-Paraguaçu Sub-bacia Jequitinhonha Sub-bacia Litoral AL PE PB Sub-bacia Litoral BA ES Sub-bacia Litoral ES Sub-bacia Litoral RJ Sub-bacia Litoral SE Sub-bacia Paraíba do Sul","APA Cairuçu, APA Petrópolis, FLONA do Rio Preto, FLONA Pacotuba, PARNA Alto Cariri, PARNA da Serra da Bocaina, PARNA da Serra dos Órgãos, PARNA do Descobrimento, PARNA do Monte Pascoal, PARNA do Pau Brasil, PARNA Serra das Lontras, REBIO Augusto Ruschi, REBIO de Poço das Antas, REBIO de Sooretama, REBIO de Una, REBIO do Córrego do Veado, REBIO do Córrego Grande, REBIO União, REVIS Una","ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU, ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE, ÁREA DE PROTEÇÃO AMBIENTAL DE TAMOIOS, ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA, ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO, ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CORREDOR ECOLÓGICO LAGOA ENCANTADA / SERRA DO CONDURU, PARQUE ESTADUAL ALTO DO CARIRI, PARQUE ESTADUAL DA ILHA GRANDE, PARQUE ESTADUAL DO DESENGANO, PARQUE ESTADUAL DO RIO DOCE, PARQUE NATURAL MUNICIPAL DO MONTE MOCHUARA","Estação Veracel, FAZENDA BOA ESPERANÇA, RPPN Cachoeira Boa Vista, RPPN Ecoparque de Una, RPPN Fazenda Barra do Sana, RPPN Fazenda Córrego da Luz, RPPN Fazenda Limeira, RPPN Fazenda Paraíso, RPPN Fazenda Pindorama - BA, RPPN Fazenda Santa Izabel, RPPN Fazenda Sayonara, RPPN Gleba O Saquinho de Itapirapuá, RPPN Itacira, RPPN Morro Grande","Não","Declinando","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 5 - Uso de recursos biológicos|5.1 - Caça e captura de animais terrestres ou marinhos|5.1.1 - Caça/captura intencional (a espécie é o alvo)|5.1.1.2 - Comercial - Nacional/Local 5 - Uso de recursos biológicos|5.1 - Caça e captura de animais terrestres ou marinhos|5.1.1 - Caça/captura intencional (a espécie é o alvo)|5.1.1.3 - Comercial - Internacional","3 - Animais de estimação/ornamentais","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação dos Papagaios - 2º ciclo, Plano de Ação Nacional para a Conservação dos Papagaios da Mata Atlântica","CITES - Anexo I, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Amazona","Amazona vinacea","","Amazona vinacea","(Kuhl, 1820)","papagaio-de-peito-roxo","Aves","10/2021","Vulnerável","","C1","Amazona vinacea ocorre no leste do Paraguai, nordeste da Argentina e no Brasil, distribui-se desde a Bahia (onde sua subpopulação é bastante reduzida), até o Rio Grande do Sul, onde encontra-se a maior subpopulação. Habita floresta ombrófila mista e demonstra certa dependência em relação à Araucária e Podocarpus sp. A partir de avistamentos nos dormitórios-coletivos e dados de censos anuais, estima-se que a população brasileira não ultrapasse 3.042 indivíduos maduros. Com base na análise de viabilidade populacional realizada a partir de dados de perda de habitat, incidência de fogo, captura ilegal, dinâmica de cavidades, dinâmica populacional e risco de doenças emergentes (bornavírus e circovírus), obteve-se um declínio populacional continuado projetado de 21% em 31 anos (três gerações). Dessa forma, A. vinacea foi categorizada como Vulnerável (VU), pelo critério C1.","Não","Sim","Bahia, Espírito Santo, Minas Gerais, Paraná, Rio Grande do Sul, Santa Catarina, São Paulo","|Nordeste|Sudeste|Sul|","Caatinga, Cerrado, Mata Atlântica, Pampa","Sub-bacia Doce Sub-bacia Grande Sub-bacia Guaíba Sub-bacia Iguaçu Sub-bacia Itapecuru-Paraguaçu Sub-bacia Jequitinhonha Sub-bacia Litoral BA ES Sub-bacia Litoral ES Sub-bacia Litoral RJ SP Sub-bacia Litoral RS Sub-bacia Litoral SP PR SC Sub-bacia Paraíba do Sul Sub-bacia Paranaíba Sub-bacia Paranapanema Sub-bacia Paraná RH1 Sub-bacia São Francisco Alto Sub-bacia Tietê Sub-bacia Uruguai Alto Sub-bacia Uruguai Médio","APA Guaraqueçaba, APA Serra da Mantiqueira, ESEC Aracuri-Esmeralda, FLONA Caçador, FLONA São Francisco de Paula, PARNA Araucárias, PARNA da Chapada Diamantina, PARNA da Serra do Itajaí, PARNA de Itatiaia, REBIO da Mata Escura","APA CAMPOS DO JORDÃO, APA PLANALTO DO TURVO, APA RIO PARDINHO E RIO VERMELHO, APA SAPUCAí MIRIM, ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO GRANDE, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA SERRA DA ESPERANÇA, ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS, ÁREA DE PROTEçãO AMBIENTAL ROTA DO SOL, PARQUE ESTADUAL DE CAMPOS DO JORDÃO, PARQUE ESTADUAL DE ESPIGãO ALTO, PARQUE ESTADUAL DO PAPAGAIO-CHARãO, PARQUE ESTADUAL DO RIO TURVO, PARQUE ESTADUAL RIO CANOAS","RPPN Ano Bom, RPPN Caetezal, RPPN das Araucárias, RPPN Estação Biológica da Mata do Sossego, RPPN Fazenda Araucária, RPPN - Fazenda Barra do Pirapetinga, RPPN Fazenda Macedônia, RPPN Fazenda San Michele, RPPN Gralha-Azul, RPPN Iguaçu I, RPPN Morro das Aranhas, RPPN Nave da Esperança, RPPN Rancho Mira-Serra, RPPN Sítio do Bananal, RPPN Sítio Monte Ararat, RPPN Usina Mauricio","Não","Declinando","5 - Uso de recursos biológicos|5.1 - Caça e captura de animais terrestres ou marinhos|5.1.1 - Caça/captura intencional (a espécie é o alvo)|5.1.1.1 - Uso de subsistência/escambo local 5 - Uso de recursos biológicos|5.1 - Caça e captura de animais terrestres ou marinhos|5.1.1 - Caça/captura intencional (a espécie é o alvo)|5.1.1.2 - Comercial - Nacional/Local 5 - Uso de recursos biológicos|5.1 - Caça e captura de animais terrestres ou marinhos|5.1.1 - Caça/captura intencional (a espécie é o alvo)|5.1.1.4 - Esportiva 5 - Uso de recursos biológicos|5.1 - Caça e captura de animais terrestres ou marinhos|5.1.1 - Caça/captura intencional (a espécie é o alvo)|5.1.1.6 - Retaliação/controle 5 - Uso de recursos biológicos|5.3 - Extração florestal|5.3.2 - Uso intencional - larga escala 8 - Espécies invasoras problemáticas e doenças|8.3 - Espécies nativas problemáticas|8.3.2 - Espécie não conhecida|8.3.2.1 - Competidores","1 - Alimentação humana|1.1 - Caça de subsistência 1 - Alimentação humana|1.2 - Caça para comércio|1.2.1 - Nacional/Local 4 - Caça/pesca esportiva","Banco genético, Capacitação/treinamento, Conscientização/comunicação, Controle e fiscalização, Implementação de corredores, Manejo de locais/áreas, Plano de Ação Nacional (PAN), Proteção de recursos/habitat","Plano de Ação Nacional para a Conservação dos Papagaios - 2º ciclo, Plano de Ação Nacional para a Conservação dos Papagaios da Mata Atlântica","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022, CITES - Anexo I","",""
"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Anodorhynchus","Anodorhynchus glaucus","","Anodorhynchus glaucus","(Vieillot, 1816)","arara-azul-pequena","Aves","06/2019","Regionalmente Extinta","","","Anodorhynchus glaucus ocorria no leste do Paraguai, oeste do Uruguai, nordeste da Argentina e Brasil (apenas no sul do Brasil). No Brasil, é conhecida apenas por relatos históricos. Não há qualquer registro ou indício de existência atual da espécie no Brasil e o nível de exploração ornitológica em áreas de ocorrência conhecida ou potencial é grande. Portanto, é altamente improvável que qualquer população remanescente no Brasil tenha passado despercebida até agora e não há nenhuma dúvida razoável quanto à inexistência de indivíduos neste país. Além disso, as chances de uma recolonização a partir de territórios vizinhos é virtualmente nula. Dessa forma, A. glaucus foi categorizada como Regionalmente Extinta (RE).","Não","Não","Mato Grosso do Sul, Rio Grande do Sul, Santa Catarina","|Centro-Oeste|Sul|","Mata Atlântica, Pampa","Sub-bacia Guaíba Sub-bacia Litoral SP PR SC","","","","Não","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras 2 - Agropecuária e Aquacultura|2.3 - Pecuária 5 - Uso de recursos biológicos|5.1 - Caça e captura de animais terrestres ou marinhos|5.1.1 - Caça/captura intencional (a espécie é o alvo) 6 - Distúrbios humanos|6.2 - Exercícios militares distúrbio civil guerra 8 - Espécies invasoras problemáticas e doenças|8.8 - Doenças de causas desconhecidas","","","","CITES - Anexo I","",""
"Animalia","Chordata","Aves","Passeriformes","Icteridae","Anumara","Anumara forbesi","","Curaeus forbesi","(Sclater, 1886)","anumará","Aves","06/2019","Vulnerável","","C2a(i)","Anumara forbesi é endêmica do Brasil, com registros para o Centro de Endemismo Pernambuco, para Minas Gerais e Espírito Santo. A população total da espécie não ultrapassa 10.000 indivíduos maduros, sendo que cada subpopulação contém menos de 1.000 indivíduos. Há declínio populacional continuado devido à perda de área e de qualidade de habitat, especialmente pela expansão agrícola. Defensivos agrícolas também podem afetar a espécie. Há casos de captura para comércio ilegal. A degradação ambiental leva à expansão de Molothrus bonariensis, parasita de ninhos de A. forbesi, o que pode gerar prejuízos ao recrutamento desta espécie. Por esses motivos, A. forbesi foi categorizada como Vulnerável (VU), pelo critério C2a(i).","Sim","Sim","Alagoas, Espírito Santo, Minas Gerais, Pernambuco","|Nordeste|Sudeste|","Caatinga, Cerrado, Mata Atlântica","Sub-bacia Doce Sub-bacia Litoral AL PE PB Sub-bacia Litoral ES","ESEC de Murici, REBIO de Pedra Talhada","ÁREA DE PROTEÇÃO AMBIENTAL DE MURICÍ, ÁREA DE PROTEÇÃO AMBIENTAL DE SIRINHAÉM, REFúGIO DE VIDA SILVESTRE MATAS DO SISTEMA GURJAú","","Não","Declinando","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 5 - Uso de recursos biológicos|5.1 - Caça e captura de animais terrestres ou marinhos|5.1.1 - Caça/captura intencional (a espécie é o alvo)|5.1.1.2 - Comercial - Nacional/Local 8 - Espécies invasoras problemáticas e doenças|8.3 - Espécies nativas problemáticas|8.3.1 - Espécie conhecida|8.3.1.4 - Patógenos/parasitas 9 - Poluição|9.3 - Agropecuária e florestal|9.3.3 - Herbicidas e pesticidas","3 - Animais de estimação/ornamentais","Controle de espécies invasoras/problemáticas, Plano de Ação Nacional (PAN), Proteção de locais/áreas","Plano de Ação Nacional para a Conservação das Aves Ameaçadas do Bioma Mata Atlântica","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Rivulidae","Anablepsoides","Anablepsoides cearensis","","","(Costa & Vono, 2009)","Peixe-anual","Peixes Continentais","10/2011","Criticamente em Perigo","Não","B2ab(i,ii,iii,iv)","Anablepsoides cearensis é conhecida apenas da localidade-tipo, uma mancha de mata no meio da Caatinga, no município de São Gonçalo do Amarante, estado do Ceará, Brasil. Apesar de ter sido descrita há pouco tempo (2009), esforços de coleta intensivos foram realizados na região da localidade-tipo, não tendo sido encontrado qualquer outro registro de subpopulações desta espécie. A Área de Ocupação (AOO) conhecida é menor do que 10 km² (CR B2). Trata-se de uma espécie pertencente a um grupo exclusivo da Amazônia e Guianas, tendo sido, neste caso, coletada na Caatinga. Estuda-se incluí-la em um novo gênero. De forma geral, a ocupação agropecuária e urbana são ameaças ao bioma da Caatinga e o desmatamento atinge as formações de vegetação ciliar em praticamente toda sua extensão. A poluição de cursos d’água por esgotos urbanos, agrotóxicos e efluentes industriais, além de barramento e interligações de rios são também fatores potencialmente impactantes para a biota aquática. Em função de sua raridade e ameaças potenciais, Anablepsoides cearensis foi categorizada como Criticamente em Perigo (CR) pelos critérios B2ab(i,ii,iii,iv).","Sim","Não","Ceará","|Nordeste|","Caatinga","Sub-bacia Litoral CE PI","","","","Desconhecido","Desconhecida","","","","","","",""
"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Apostolepis","Apostolepis arenaria","","Apostolepis arenaria","Rodrigues, 1992","Cobra-rainha-do-são-francisco","Répteis","11/2019","Em Perigo","","B1ab(iii)","Apostolepis arenaria é endêmica do Brasil, do bioma Caatinga, conhecida apenas para a localidade-tipo, a vila de Alagoado, no município de Casa Nova, estado da Bahia, localizada na região de dunas do médio rio São Francisco. Embora áreas de dunas adjacentes tenham sido relativamente bem amostradas, não houve novos registros da espécie, sugerido uma distribuição restrita. Considerando uma área mais ampliada com ocorrência potencial da espécie, sua extensão de ocorrência foi estimada em 3.357 km2. Trata-se de espécie de hábito fossorial, registrada somente em solo arenoso. A principal ameaça à espécie é a desestabilização das dunas, causada pela extração de areia e de madeira para produção de carvão. Em menor escala, a região é afetada ainda pela expansão agrícola e implantação das turbinas de usinas eólicas. Todas essas atividades provocam declínio contínuo da qualidade do hábitat. Considerando apenas uma localização, Apostolepis arenaria foi avaliada como Em Perigo (EN) pelo critério B1ab(iii).","Sim","Sim","Bahia","|Nordeste|","Caatinga","Sub-bacia São Francisco Médio","","ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE SOBRADINHO","","","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.2 - Agricultura em pequenas propriedades 3 - Produção energética e mineração|3.2 - Mineração|3.2.1 - Extração de areia 3 - Produção energética e mineração|3.3 - Energia renovável|3.3.2 - Parques eólicos 5 - Uso de recursos biológicos|5.3 - Extração florestal|5.3.3 - Efeitos indiretos - subsistência/pequena escala","","Criação de áreas protegidas, Implementação de corredores, Plano de Ação Nacional (PAN), Proteção de locais/áreas, Proteção de recursos/habitat","Plano de Ação Nacional para a Conservação da Herpetofauna Ameaçada da Mata Atlântica Nordestina, Plano de Ação Nacional para a Conservação da Herpetofauna do Nordeste - 2º ciclo","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Apostolepis","Apostolepis gaboi","","","Rodrigues, 1992","cobra-rainha-das-dunas","Répteis","04/2012","Em Perigo","","B1ab(iii)","Apostolepis gaboi é endêmica do Brasil, de hábito fossorial, ocorrendo em solo arenoso da região das dunas do médio rio São Francisco, no estado da Bahia. Sua extensão de ocorrência calculada é de 628 km2, com apenas uma localização conhecida, com dois pontos de registro próximos entre si, cuja principal ameaça à espécie é a desestabilização das dunas. A área onde a espécie ocorre está sujeita a ameaças antrópicas como extração de areia e de madeira para produção de carvão, causando desestabilização das dunas e, em menor escala, é afetada também pela expansão agrícola, ocorrendo, portanto, declínio contínuo da qualidade do habitat. Por essas razões, Apostolepis gaboi foi categorizada como Em Perigo (EN), pelo critério B1ab(iii).","Sim","Não","","||","","","","","","","Desconhecida","3 - Produção energética e mineração|3.3 - Energia renovável|3.3.1 - Hidrelétricas 3 - Produção energética e mineração|3.3 - Energia renovável|3.3.2 - Parques eólicos 7 - Modificações nos sistemas naturais|7.3 - Outras modificações nos ecossistemas","","","","","",""
